


Bad Boss
“Yeah?” Turner looked at her again. “Set it up, Hoult. Tuesday’s good. Noon work for you?”
“Noon’s perfect,” I said smoothly as I returned my eyes to the woman I’d just made my non-consenting pawn. Shit. I thought fast as I stared at her. She was wearing that sultry fuck-me look of hers that made me want to forget everything and just bury myself inside her, but I needed to focus and excuse myself from Turner fast.
I had a plan I was improvising on the fly as I walked toward her.
And it involved a hundred percent of her willingness to lie for me.
* * *

SARA


I barely had time to breathe let alone understand.
“Don’t look surprised. Just come with me.”
Those had been his only words before he took my hand and brought me down a grand hallway toward a marble staircase. I hastily gathered my skirt in my hand as we ascended, our shoes a noisy chorus of click-clacks that echoed up every step.
My thoughts were scrambled.
“What’s going on?” I asked, breathless once we were mostly alone on the second floor. Two vested servers wheeled a cart of dirty plates from an empty ballroom down the hall, but save for a few curious looks, they paid us no mind. “Hey.” I grabbed Julian’s forearm to bring his attention from them back to me, but I dropped it like a hot potato when I felt that rigid knot of muscle. Answers. I needed to prioritize getting answers over getting distracted by my unbelievable lust for him. “Hey. Can you please tell me what’s happening?”
His eyes slid back to me. “My colleague downstairs has his eye on you,” he said, his jaw slightly clenching when he eyed my dress. I looked down at myself, realizing that in our rush, the strap of my dress had fallen well off my shoulder. I didn’t fix it. “And I need to brief you on a lie I involved you in before he tries to introduce himself.”
“What the hell are you talking about, Julian?”
He paused hard at the sound of his name from my lips. I could tell he wanted to ask how I knew it, but it was clear that whatever he was just talking about took priority.
“You have Turner Roth’s attention. I want his. For that reason, I’d like to hire you for a very short and specific job. To be safe, we can make it a three-month contract, and I’ll pay however much your last employer offered for a full year.”
“What?” Seriously, what? “Wait. I don’t understand – what kind of job is this?”
“You’d be posing as my assistant, and by Tuesday, I’d need you to have memorized a full report on a twenty-million-dollar renovation to a resort in Biarritz, France that I’m looking to sell to Turner and Carter Roth.” He eyed the fallen strap of my dress. “I’ll also be needing you to present this information to them in a rather specific way.”
“How is that?”
“I need you seduce them.”
I stared. “Excuse me?”
“By seduce, I don’t at all mean sleep with them.”
“Thank God for that, but then what do you mean? Because I think I need a very thorough explanation,” I said. Despite my frustration, I stared unblinkingly at the way he ran his hand across his jaw.
“I have a limited amount of time to strike an important deal with the Roths,” he explained, standing close as I leaned back on a wall. “They just inherited the biggest sports and entertainment presenter in America, despite the fact that they’re by no means actual or savvy businessmen. In fact, their particular egos make it so that they feel little reason to pay attention to anything unless it involves instant gratification, generally in the form of impressing a beautiful woman. Of course, from what I’ve gathered, they lose that interest the moment they actually have sex with the woman, so your job is to be professional while also dressing provocatively and flirting enough to maintain their interest. All I need is for them to listen long enough to connect me with their business advisors, with whom I’ll actually have productive meetings. So realistically, the hardest part of your job could be done within just a few meetings.”
I stared. I couldn’t quite believe what I was hearing. But presuming I’d just understood correctly, I was curious, and… thrilled, even?
I wet my lips.
“Okay, so… correct me if I’m wrong, but you’re saying you want me to string these guys along with my sexual allure, and force them to pay attention to your pitch in the process?”
“Yes. But you’ll never spend any time alone with them. You’ll only ever be accompanying me during meetings and business trips, and when we’re not doing anything involving the Roths, which will probably be most days of your week, you’re free to use the resources at my office to send resumes, or work on your own projects.”
Damn it. I was already halfway sold before knowing I could use the time to continue my job hunt.
“What are you thinking?” Julian asked.
“That this is crazy,” I said, if only to remind myself that it was. The near stranger I’d almost fucked in an elevator last week, whom I’d spent the past six days obsessing over, was proposing to hire me as sexual bait for a couple of sleazy billionaires. The money made me want to say yes, but I knew I owed myself a moment to consider the cons of the situation. There were probably tons.
I just couldn’t think of any.
“Tell me about the job you quit,” Julian said, breaking my weak train of thought. “Where was it?”
“June Magazine.”
He laughed. “You’re kidding.”
I looked at him curiously. “I’m not. Why?”
“No reason,” he replied, the closest I’d ever seen him to smug. “But if I told you that I could guarantee getting you either your job back or a better one after our contract is finished, would you agree to work for me?”
I blinked.
Okay, this was one of the cons – the fact that this man was making such lofty promises while remaining a complete fucking mystery to me. I had no reason to trust him. I knew nothing about him except that I made rash decisions around him, and that he disabled my logic with just a look in my eyes. My heartbeat was never steady around him, and it always inclined me to do something reckless, impulsive.
So in what world was it a good idea for me to work for him? And in such a strange, sexual role?
My best bet by far here was to decline, invite him back to my apartment, and sleep with him for the first and last time. After that, I’d cut myself off before getting addicted. That was the smart thing to do. The right thing to do.
Of course, I’d established a pattern of doing very much the wrong thing around Julian.
“Okay,” I blurted before I could stop myself.
Even Julian looked partially surprised by the speed of my response, which had me instantly questioning my decision. But when he extended his hand and asked, “We have a deal?” I gazed at that slight but stunning curl of his lips and forgot to backtrack or at least ask a couple questions like I told myself I would.
“Yes.” I let out the breath I was holding. “We have a deal.” I swallowed the knot in my throat. “And in case you were at all interested, my name is Sara.”
His voice softened unexpectedly.
“Sara,” Julian repeated as he shook my hand. My pulse picked up as his gaze grew heavy, taking its time to look me up and down. “It was nice to meet you last week, Sara,” he smiled, sending a shiver up my spine. “I look forward to working with you.”
“Likewise,” I said, pretending to be casual despite the fact that I was still processing what I’d just done, and telling myself the same thing on repeat in my head.
You are fucked, Sara.
You are so incredibly fucked.











6

SARA



I was going to be late for my first day at the office if I didn’t stop Googling, but I was just too. Damned. Floored.
I thought the surprises were over after not only seeing my mystery man again yesterday, but also realizing that he was Lukas and Lia’s Julian. All that was very much shocking enough without the bombshell that dropped during my cab ride home while searching the full name on the bone white business card that Julian gave me.
Julian Hoult.
He was Julian Hoult. As in Hoult Communications, which owned Hoult Publishing, which of course owned about half the magazines of my career dreams. The company was so revered in the magazine world that my former employer had consistently tried and failed for years to get bought out by Hoult. The fact that I now worked so closely with the man they fell to their knees for was exhilarating. It already felt like sweet, sweet revenge on its own. Of course, it would be even better if they knew, but whatever. I was no longer thinking about them anymore. I was thinking about the exciting new chapter in my life that had fallen into my lap.
And, of course, I was still Googling.
“I maintain that I told you about him before,” Lia said for the fifth time this morning, clinking away at her dishes now. We’d been lazily on speakerphone with each other since 6:30AM, drifting in and out of our half-assed argument to brush our teeth, make coffee and get ready.
“Disagree.” I sat hunched over my laptop at the end of my dining table, wearing just a bra and a half-zipped pencil skirt. I really needed to get my shit together, but Internet stalking was like Pringles. Once you pop, the fun don’t stop. “I swear, you didn’t tell me shit, woman.”
“Oh no,” Lia muttered distractedly to herself. “Did I just chip my favorite mug?” I heard some tinkering before she breathed out in relief. “Oh, thank God, I didn’t. You know what I did do though? Tell you about Julian. A long time ago. On three or four separate occasions.”
Yeah, she was probably right. I had just been so absorbed in work back then.
“Well, if you did, you didn’t harass me hard enough to listen. Or offer the juicy details, like how he owns Hoult Freaking Publishing,” I said as I scrolled through Getty Images of Julian in crisp suits, looking devastatingly handsome at various glitzy events. Chill, I told myself as I compared two pictures, trying to distinguish if he was posing with the same pretty girl in both. The answer was no, but I wasn’t pleased with myself for getting that worked up for a second.
“Whatever. Stop Googling pictures of him. I can hear you furiously clicking.”
“Hoult Publishing, Lia,” I derailed. “I’ll never forgive you for this.”
“Yeah, yeah.” I heard her cracking eggs on the other end as she giggled. “To be fair, I have no idea what Hoult Publishing is. When I first met Julian, everyone was talking about how he just bought a baseball team, so I thought that was what he did.”
“Yeah, that’s also fucking crazy. The fact that he owns the Empires? They’re killing it this season.”
“Whatever. Is baseball brown ball or white ball? And are you leaving for work yet?”
“Almost. I just need to finish getting dressed.”
“Isn’t the point of your dirty little job to not be dressed?” Lia teased.
“Only on days that I’m meeting with the Perv Brothers, and even then, I do have to keep it tasteful. I can’t just waltz into the conference room wearing a thong and fishnets.”
Lia scoffed. “Of course not. You’d need sequined nipple tassels too.”
“I would never wear sequins to work, Lia. You know I would keep it classy – pinstriped nipple tassels, only. Maybe khaki ones on Fridays,” I grinned as she audibly choked on her coffee. “In all seriousness though, I do need to maintain some air of professionalism… which probably also requires being on time,” I groaned, finally dragging my ass away from my laptop and to my closet. I grabbed the blue button-up I’d ironed last night and my thin red belt with the fine gold clasp. Lia read my mind.
“Time check is eight-fifteen.”
“Shit, really?” My fingers flew over my buttons as I glanced over at the clock on the nightstand. “God, I refuse to be late. On the first day or any.”
“Breathe, girl. You won’t be late if you leave right now. Just check for panty lines on the way out,” Lia instructed just as I twisted my body while passing the bathroom mirror.
“All good.”
“Buttons straight?”
Grabbing my purse, I glanced down my front to confirm the buttons, but instead I laughed aloud at the sight of my cleavage.
“Oh God. This bra is killer,” I said as I shoved ear buds into my phone to take Lia off speaker and bring her with me out the door.
“Tell me you wore The One.”
“I did.” It was by far the best push-up in my small collection, but The One was rarely ever worn. Its lifting powers were too intense for a regular day basis, so it was saved for special occasions – and, apparently, first days of work.
“He’s gonna get one look of the girls in that thing and go nuts. I hope you’re prepared for some hot, sweaty, bent-over-the-desk office sex. You realize that’s happening, right?”
“As much as I wouldn’t mind it, I’m not sure,” I smirked as I flew down the hall of my building and out the door.
“What? Why aren’t you sure?” Lia asked incredulously. “That man is definitely dying to get a moment alone with you already. First it was that barge-in at the hotel, then it was hiding you from that guy yesterday,” she said, referring to Julian hastily sending me home in a cab so I could avoid Turner Roth and any questions about working for Julian that I wouldn’t know how to answer. “Trust me, girl. That man is waiting to pounce.”
“We’ll see. Judging from yesterday, Julian Hoult is a very different beast when he’s in work mode. He’s in a different world completely. He’s intense, and he’s focused, and actually, it’s insanely fucking hot and I’m really not sure how I’m going to handle it. But anyway, I’m almost at the train so I’m gonna lose service. I’ll call you at the end of the day.”
“No, you’ll text me live updates as your day goes on, except for when you’re actively having sex with Julian.”
“Ha. I’ll talk to you later.”
“Later, girl,” Lia said. “Enjoy your first day as a professional sex kitten.”
* * *
Crap.
I hadn’t expected this to be the first part of the day to throw me off. Of course, I should have guessed that I’d run into some sort of trouble in an elevator. That was just becoming the pattern this week.
Just smile and be confident, I told myself despite the fact that I’d received the onceover from every last person who’d filed into the elevator. It was men and women alike, and it was nothing offensively leering or critical – it was just, apparently, a huge yet surprisingly cliquey building, and they all quietly knew that I didn’t belong.
The fact only grew clearer as the elevator started moving. Despite all heading to different floors, everyone began chatting casually. They smiled and laughed as they talked about their weekends – about finally trying that omakase on Twelfth Street, or escaping to a friend’s house in the Hamptons. Everyone was of a certain status here. Everyone maintained a certain lifestyle, and everyone knew each other.
Except for me.
I looked away after catching someone’s eye and hearing him drop his voice to a mutter. “Who’s that?” he asked his colleague, who responded with something I couldn’t hear. Whatever it was, it prompted them both to laugh.
Good Lord.
Who knew the suits at Hoult Tower could be so catty? And who knew that after all these years, the new girl feeling would still strike fear in my heart? It brought me right back to all the memories I’d convinced myself were mostly gone. God, I’d clearly been premature in patting myself on the back for getting over all those.
Apparently, all it took was being an outsider again for everything to come back.
Dammit, Sara, you’re twenty-seven, I berated myself. That seemed about the right age to outgrow bad memories. Right? I didn’t have the answer to that question, and I didn’t actually want to think about it now, so I just tucked myself into the corner and closed my eyes, doing my best to drive the useless thoughts out of my head. Good, I thought as the elevator stopped again. It gave me more time to meditate.
At least I thought it did. But then I felt the hush fall over the small space. I felt a strange little shift in the air, and I could practically hear everyone’s posture creaking straight.
Then came the first, “Good morning, Mr. Hoult.”
I opened my eyes to find Julian’s electric stare already pinned on mine from the door. My pulse jumped, but with a flick, he returned his gaze to the man who’d greeted him. They exchanged a line of polite conversation before Julian moved through the small huddle of suits. I watched the way everyone swiftly changed around him. They stood at attention, presented themselves better. It was kind of fascinating.
“Good morning, sir.”
“Morning, Mr. Hoult.”
He acknowledged each greeting with an efficient nod before finding his way to the back corner. My cheeks were on fire but I did my best to maintain professionalism as I looked him in the eye and smiled.
“Mr. Hoult,” I said.
“Ms. Hanna.”
I could feel the attention of the others as he greeted me by name. Just like that, an invisible spotlight was cast upon me. Thankfully, despite a knowing and almost wicked smile, Julian spoke with the utmost professionalism.
“How are you this morning?” he asked me.
“Very well, thank you,” I responded, allowing myself a peek at him. Yes, please. Dark blue suit and tie. Cufflinks worth more than my savings. He was effortless beauty as usual, but I was getting better at breathing steady around it. “I did start a little nervous, but I’m better now,” I confessed as the elevator opened again to let in a few more.
The huddle shifted wordlessly to make room, and I bit my lip when I found myself pressed against the back wall, Julian standing directly over me. He indulged in a second-long glance of my absurdly pushed-up breasts, but he swiftly averted his eye when I asked, “How are you?”
His eyes locked on mine. “Better now as well. Thank you.”
I blushed. The suits were all quiet as mice now, sneaking the occasional glance at Julian and me through the mirrors. Yeah, if you think this is scandalous, you should have seen the last elevator we were in, I thought as the doors opened again, this time welcoming an older, incredibly boisterous man complaining about something or another. Whoever he was, the many eye rolls I spotted told me that the suits was used to his daily antics. With a short laugh, Julian leaned into me.
“Get ready,” he whispered.
Before I could ask what he meant, I felt a sharp jostle, the huddle swelling dramatically to make room for the sheer size and volume of our new guest. I felt a second of Julian’s chest pressed hard against mine, and my mouth stayed locked in a little O when he pulled back to find my palm laid flat on his solid abs.
His brows lifted at the same languid pace that I curled my fingers against his ridges.
Oops.
I had to.
“Ms. Hanna.” Julian feigned a frown as I looked up with a shameful little thrill in my eyes. “Little forward of you,” he murmured with a smirk.
“Sorry,” I whispered up at him, a bit surprised with myself as well.
“Don’t be sorry, just don’t make that face right now.”
“What face?”
“The one you made right before you put my cock in your mouth.”
My jaw dropped and my eyes promptly darted around to make sure no one had heard, but it was clear that Big Guy had their focus collectively occupied.
“Now you’re just teasing me,” Julian said. Snapping my mouth shut, I looked back up at him, wearing a smirk as I contained my urge to smack him hard on the chest.
“Risky of you,” I remarked quietly.
“You bring it out of me, but I agree,” Julian murmured. “Let’s behave.”
With that, we both faced forward just in time to see Big Guy out. By the time eyes returned to us, we were the ones standing perfectly still in the back, and quiet as mice. But I could still feel the mischief in the air between us, and it was so hard not to smile as we stood side-by-side, hands folded in front of ourselves like the good little children we were not.
Yes. Go on. Get out.
Mischief touched my placid smile as the elevator emptied floor by floor. Julian and I remained still in the back, but his lips were twisting slowly, gorgeously up in a grin, and I could almost hear the energy crackle between us as the doors opened to let the final two out.
We were alone barely a second when he spoke.
“I should fuck you right in this elevator.”
The rasp in his voice spiked my pulse, and I sucked in a sharp breath when he walked me up against the wall.
“You can’t.”
“Why not?”
“We don’t have enough time,” I hissed, my fingers hooked in his belt.
“Is the lack of time your only qualm about getting fucked in here?” he asked, smoothing my hand down to mold over his cock. My thighs pumped as he hardened against my palm.
“Yes,” I whispered breathlessly. “That’s the only reason.”
Julian peered over his shoulder at the indicator. We had five floors to go.
“Then let’s do what we have time for,” he said as he sank down to his knee, giving me no time to think before he pushed my skirt up my thighs and pulled my thong aside to expose my pussy.
“Julian!” I gasped as he spread my lips apart just enough to lick my clit. “Oh my God.” My eyes watered from the instant sensation – from the bolt of pleasure to my core as he flicked his tongue over me then sucked. My knees buckled as he pushed two fingers inside me, licking and tunneling furiously for another two seconds before snatching the bliss away and returning swiftly to his feet.
My breath was still caught in my throat as I felt him pull my skirt back down over my legs. I was only just starting to catch my breath as Julian straightened his tie and looked me in the eyes.
“Ready?” he asked.
And just then, the doors opened to the offices of Hoult Communications.











7

JULIAN



I had to be impressed with her.
From what I could tell, and from what I was told, Sara did well on her first day – no easy feat for a newcomer. Being new in my office was daunting. My staff spoke rapidly with little patience to explain their long-established ways, but Sara had found a way to ease herself into the mix with grace and determination. She was bold but respectful – unafraid to ask questions, but well aware of when and how to approach. It was a skill I wished upon more of my staff, and I had to admire her for it.
Especially considering what happened this morning in the elevator.
For someone who started her day with maybe five whole seconds of her boss’s tongue between her legs, she was conducting herself well. Save for the coffee she half-spilled the one time she caught me staring, her day had gone on without a blemish.
“She’s pretty much memorized on general information – facts about the building, architecture, Basque Country itself. She’s going to take information home to keep studying, but the past hour, she’s been looking at the quarterlies. Just so she can start getting acquainted with sales,” Colin said, sitting across from my desk and shuffling in a blur through his files. He was one of my actual assistants – the person who had actually spent the past two weeks overseeing the new changes at my Biarritz resort. Sara would essentially be playing the role of Colin in front of the Roth brothers, and thus far, it seemed she was absorbing his information with ease.
“So she’s right on schedule.”
“Ahead, if anything. Like you said, the Roths are unlikely to ask about numbers tomorrow.”
“Yes, and she knows the short-term goal here is to get the Roths to agree on a trip out to Biarritz?”
“Yes,” Colin said. “She’s confident she can influence them. She’s very eager.”
That she was.
Eager was in fact the word I’d use to describe Sara today. Since stepping foot into the office, she’d been eager to learn, introduce herself, and act as if nothing had happened in the elevator. Her cheeks were still rosy and flushed for her first ten or so minutes in the office, but soon enough, she was eagerly avoiding my eye to let Colin show her the ropes.
I admired her innate respect for a job.
Lukas had mentioned something about Sara having “similar workaholic tendencies” as myself, and I could see that from watching her instantly mold into the office setting. She wanted to work, to be busy. It was her natural state, and I liked that about her much more than I wanted to. I didn’t need anything more to fuel my fixation. I’d watched her from my office all day, and I didn’t have the time to be this curious about her. I hadn’t done enough today to fantasize so much about sitting her naked on my lap, playing with her tits while I worked and then fucking her hard over my desk.
Right now, it felt like there was nothing I wanted more than to do exactly that.
Of course I couldn’t allow it.
Fucking painful as it was, I had my rule. My only rule. It was there for a reason, and there couldn’t be an exception. They were a slippery slope, and I didn’t get to where I was at the pace that I did by giving myself leeway on every self-imposed restriction.
Not even for someone like Sara.
More than anything, I was a man of my word, and the best way to force myself to follow through on something was to make it a promise to somebody else – which I planned on doing right now.
Before I didn’t.
“So if we’re all set, I can send her home?” Colin asked, getting up and gathering his folders. I glanced at the clock. A quarter past five.
“Yes. But have her stop in here on her way out.”
“You got it.”
“Thank you,” I said as I gripped the knot of my tie. I leaned back as I loosened it, bracing myself for Sara to come knocking within a few minutes. But when she did, I was still forced to clench my jaw. Fuck. Held up in a ponytail before, her long dark hair hung loose now, flipped to one side and gathered over her shoulder. I pictured the moment she arched her back and let it down. I pictured her breasts in the air as she ran her fingers through it, and I envied Colin for probably having witnessed it all.
“Come in. Have a seat.” I rounded the desk to lean against its front. “How was your first day?”
“Good. I enjoyed myself,” Sara smiled as she folded her hands in her lap. Now that it was the end of the day, I could see her getting flirty again. I did my best to ignore it.
“Colin said you did a great job. Do you feel comfortable with the material you went over with him?”
“Absolutely. That resort is…” She exhaled with genuine awe. “So beautiful, Julian. I can hardly believe you want to sell it when you had it built from the ground up.”
My stare flickered over the earnest look on her face. I was irritated that she thought that an appropriate thing to say, but maybe I was being irrational. Maybe I was looking for a reason to be less than pleased with her. Adjusting my cufflinks, I moved past the comment about the resort.
“Do you have any questions thus far?”
“About the resort? Or my day in general?”
“Either.”
She chewed her lip, smoothing her hands over the little skirt I’d fantasized about all day.
“Well, I was wondering… obviously, Colin knows a few details about my contract since he’s been training me on the resort information. But what does the rest of your office know about my role in this company? Do they know… what I was hired for?”
“Absolutely not. As far as the office is concerned, you’re training to be a third assistant. They won’t at any point learn about the specifics of your contract. It’s sensitive information.”
“Okay, thank God,” she breathed. “I just wouldn’t want my role here to be misconstrued, considering how it’s kind of… risqué in nature. I obviously trust you with the information, but not anyone else.”
“Understood entirely. No one in this office or building will know about your contract. I have no intention of putting you in a position where you could be viewed differently here.”
“I appreciate it,” Sara said with relief. A mischievous smile twitched on her lips. “I take it then that what happens in the elevator before work is an exception.”
“Actually, I called you in here to touch upon that.”
“Oh?” She arched an eyebrow. “What exactly would you like to touch upon?”
Her phrasing lured my eyes down to her tight little body. What would I like to touch upon? I had a lot of answers for that question, none of them usable.
Just fucking say it, Hoult.
“I wanted to talk to you about a rule I’ve enforced at this company for as long as it’s been around. It applies to everyone, myself included, and it’s been crucial for us in terms of running business in a seamless, strictly professional way,” I said. I took in the slowly changing look on her face.
Gradually, her faint smile fell. Her warmth and any hint of playfulness faded into something guarded, stiff. I hated being responsible for that, but I forced myself to go on.
“In short, I have a zero tolerance rule on interoffice dating. Romances, sexual relations of any kind – they’re all off the table, and I felt the need to tell you that despite your unique contract, and despite what happened between us before work this morning, I can’t allow any exceptions to that rule.”
Sara raised her eyebrows high.
“So, what happened this morning didn’t count?” she asked slowly. “Simply because I hadn’t officially started the job yet?”
“I didn’t come in this morning with the intention of taking advantage of some loophole. I hadn’t actually thought about it. My intention was to be professional with you from the start. Of course, I didn’t exactly control myself as I should have this morning, and I take full responsibility for that,” I said. “But moving forward, I hope we can start anew and give your contract with this company the full respect it deserves.”
I waited for some form of confusion or protest when I finished. I’d prepared myself for it, but there was only a moment of pause before Sara blinked and nodded.
“Okay.”
My eyebrows lifted. I studied her, unsure if I should feel relieved or wary.
“I appreciate your understanding,” I said, my gaze still trained with uncertainty on her as she rose from her seat. She caught my expression and broke into a smile.
“Of course. You might not know this, but if anyone were to understand work rules, it’s me,” she said.
“Then that’s a relief to hear. And thank you again for understanding,” I said, unable to take my eyes off of her. “I do appreciate it.”
“Well, I appreciate the opportunity just to work here,” she said breezily. “It’s crazy how much I’ve picked up from your staff in one day. I’m pretty sure I’ll learn quite a few things in just a few months here.”
“I hope that you do.”
Her dark eyes glimmered as she nodded. “Is that all you wanted to discuss with me, Mr. Hoult?”
Mr. Hoult. My instinct was to invite her to call me Julian, but I refrained.
“Yes,” I said. “That’s all. You’re free to leave for the day.”
“Great. Thank you again for everything,” she said on her way out. “And have a good night. I’ll see you tomorrow.”
“You too,” I returned, memorizing the smile she flashed me over her shoulder before letting that tight ass hypnotize me on the way out.
Fuck me. This was going to be rough.











8

SARA



I was an asshole for ignoring my mom’s calls since quitting the magazine. But ignoring her last night, after utilizing the stunning poker face I’d never have without her, was especially shitty.
“I’m so sorry, Sara. I feel like it’s my fault,” Lia sighed as she slid a tray of chocolate-coated truffle molds into her industrial freezer. It was barely 8AM and we were in the kitchen of her shop. She’d been in the Hamptons with Lukas last night, so she was unavailable to properly receive my ranting and raving over the latest bombshell on my week.
As much as I hated to admit it, I was pissed.
I was actually extremely and thoroughly upset about what Julian dropped on me last night at the end of my first day of work.
But you accepted this job for the perks, the connections, the incredible money to make up for being unemployed. It’s not like you took this job to be close to Julian. It’s not like you wanted to work with him because you wanted to be with him. I told myself that.
And I believed it, too. But after a long walk home from Hoult Tower, since I apparently needed time to process the no-sex clause, I’d come to a much more honest assessment of myself – and the truth was that while I had plenty of good reasons to accept the job offer, I had said “yes” out of pure sexual attraction.
I’d let my damned libido make a major life decision and now, as I so clearly deserved, I was paying the price.
“It’s my fault, Lia, trust me. You didn’t tell me to take this job offer.”
“Yeah, but I did try to set you up with Julian.”
“And it might’ve worked if I didn’t decide to become his subordinate. Now he’s probably already ceased all sexual attraction for me like the work-addicted robot he is.”
“Psh, right. Lukas said he’s never seen Julian look at a girl with the intensity that he looked at you.”
“Yeah, because I’m an element of his job now,” I snorted. “He salivates over me because he can’t wait to utilize me for the purposes of this stupid contract with the Perv Bros. I’m as good as a stapler to him now. Or an extra-sturdy paper clip.”
“Oh, shut it. You know that despite that stupid rule of his, he definitely still has sexual thoughts about you. I mean he admitted as much in the elevator yesterday, right?”
God. Yes, he did. And it had taken everything in me to carry on as usual after that – to stroll into his stunning, double-height office and professionally greet his assistant, Colin, despite the fact that my face was burning hot and my panties were soaking wet.
In my own defense, how else was I supposed to react?
I had just spent an entire elevator ride watching everyone in the building stand at attention for Julian Hoult. He was revered and respected, a presence that even the most intimidating of people yielded to.
And he’d just taken a knee in the elevator to run his tongue all over my clit.
“Earth to Sara.”
I was vaguely aware of Lia waving in my peripherals but I didn’t break from my haze till she waved a fresh lavender truffle in my face. I blinked and smirked at her.
“Thanks. I needed to snap out of that.”
“Yeah, that was uncomfortable for me. You looked like you were seconds from the big O.”
“Shut up. And cut me some slack. I’m dealing with an absurdly hot boss who’s done everything but fuck me, and now that we work in the same office, I get nothing. I also have no idea how to un-turn myself on when I so much as think of him.”
“Let me help. Your mom’s calling. Again.” Lia held out my phone. I shook my head till she put it back down.
“I can’t right now. I suck at lying to her and I’m pretty sure she’s calling because she has a sixth sense when it comes to me. She definitely knows I did a bad thing this week.”
“A bad thing?” Lia giggled. “Which of your many bad things are you referring to? You’re like a different person this week.”
“Hey, don’t you talk to me about abrupt transformations – you went from celibate for three years to having sex with Lukas in a public bathroom.”
“Sara!” Lia laughed so hard she snorted something legitimately startling that had us cracking up harder. “Oh God. You need to get out of here or I’m never going to finish this batch,” she wheezed. “And don’t you have your super important meeting with the Perv Bros today?”
“Yes. But I can be a little late. I have to pick up lunch for the meeting from some restaurant in SoHo.”
“And you’re wearing that?” Lia asked, nodding at my outfit.
“Totally,” I said as we both turned around to peek at ourselves in the mirror. We were twins in butter-smudged aprons, our messy topknots stuffed into yellow hairnets to protect the chocolates. If there was anything sexy in the room, it was the chocolate. Next would be the stainless steel fridge. “I brought a change of clothes, obviously.”
“Okay, phew. Then get your cute butt going,” Lia giggled, nudging me toward the door. “And girl, you better kill it ‘cause I’m pissed at Julian on your behalf and I want you to torture him with how hard you bring it for this meeting.”
“Trust me, I’m well prepared, and I have every intention of making it hurt for him today.”
“Atta girl. Is that what that thing is about?” Lia grinned, nodding toward the garment bag I’d hung in her office.
“Mm-hm,” I smirked as I shed my hairnet and apron.
The one bright side of having worked for a magazine was having had access to clothes I’d never dare to buy, and today’s dress most certainly qualified as one of those “I could never” get-ups that I was finally working up the nerve to wear. With it, I was prepared to rock platform heels a full two inches higher than I’d ever walked in, and matte lipstick so lusciously berry-hued that it was almost audible in the way it screamed sex.
On most days, the prospect of wasting my one tube of MAC lipstick, or maybe falling flat on my face was enough to deter me from dressing like this. But today, I had all the motivation to be fearless. In every way – the way I looked, the way I spoke, and the way I commanded a room. I was meeting with the infamous Turner and Carter Roth, but on top of that, I had a gorgeous prick of a boss who talked dirty to me one second and shunned me the next. Irritating to say the least, but nothing I couldn’t get over by simply hitting it out of the park today and leaving him as stunned as he left me yesterday.
With a kiss on Lia’s cheek, I grabbed my bags and said bye, shaking out my hair and heading breezily for the door.
Julian Hoult, today’s swagger is dedicated to you.











9

JULIAN



She was late.
Or at least my definition of late, which was anything but seated five minutes early. Drumming my fingers on the conference table, I glanced at the lacquered dial on my dad’s old Rolex. Fine. It was a whole quarter till noon. She wasn’t late, I was just anxious to see her get in. The Roths were miraculously early for a change and they were already kicked back, tossing a baseball from my desk to and fro while asking about “the assistant.”
“Sara. She looks like a Sara,” Turner decided after asking for her name.
“What does a Sara look like?” Carter asked.
“Brunette. Long legs. Great tits.”
“Gentlemen.” I flashed a look of apology to my office manager of six years, Tori. She was no-nonsense even before getting pregnant. At eight weeks now, she was incapable of entertaining this kind of bullshit. Her lips were pursed as she set the bottles of water down before us, and she said nothing before she exited the room.
“Jesus Christ. She seems fun,” Turner snorted. Because women exist to be fun for you. “My question is who thought it was a good idea to knock her up?”
“I want to buy that guy a beer,” Carter laughed.
“Fuck a beer. Double Scotch is what he needs,” Turner said. “See, that’s the thing about hiring women. You gotta hire them pretty to make it worth it.”
I rapped once on the desk to get their attention. “Don’t talk about my employees like that.”
“Oh… Je-sus. Mr. No Fun right here,” Turner laughed, flashing Carter a look that said yikes.
Eyeing them, I considered calling it quits again, like I did at least once during each of our meetings. But this time, the thought didn’t promptly disappear because I had Sara on my mind. I was quickly regretting putting her in this situation. Considering I could barely stomach the Roths’ idiot misogyny, I had trouble imagining she could. She was the one they’d be staring at, hitting on, touching as much as they could possibly get away with. I could already see all the unnecessary contact – little pinches on her arm, the quick hands on her waist here and there. My lip curled when I pictured Turner eventually escalating it with a hand up her skirt or his hotel key slid in her palm.
I reached for my phone.


ME: Possible change of plans. Call me before you get in.


I sent the text to her before I could think twice about it. I was going to give her an out.
In just the past few seconds, I’d made up my mind on it.
Of course the moment the word “Delivered” appeared under my message, the door to the conference room swung open, and my mouth snapped shut as Sara walked into the room. She was dangling a paper bag on each slender wrist and wearing a dress too white and tight to coexist with panties. My frenzied eyes had drunk her in twice before I even realized that like the Roths, I was suddenly on my feet, and feeling a tinge of anger for the fact that Turner received her first dazzling smile.
“Thank you so much!” she laughed as Turner rushed to grab the bags from her.
