Topic,Count,Name,Representation,n_pos_words,pos_words,coherence_c_v_pos,flag_small,flag_few_pos,flag_low_coh,noise_reason,noise_candidate,inspection_label
358,146,358_merinaa_earful_fizzled_victorious,"['merinaa', 'earful', 'fizzled', 'victorious', 'barreled', 'tabloids', 'partly', 'barked', 'attained', 'achel', 'imbibing', 'hardball', 'ot', 'offered', 'delivered', 'strode', 'soldiered', 'goal', 'cools', 'local', 'magnanimous', 'stag', 'concocted', 'marrying', 'braver', 'finite', 'redirect']",10.0,"['earful', 'victorious', 'tabloids', 'goal', 'local', 'magnanimous', 'stag', 'finite', 'performances', 'placid']",0.24369615640641867,False,False,False,,False,358_merinaa_earful_fizzled_victorious
98,445,98_dantea_engagement_pudding_glinted,"['dantea', 'engagement', 'pudding', 'glinted', 'granite', 'excused', 'growled', 'parents', 'assault', 'warning', 'europe', 'conversation', 'ugliest', 'engaged', 'shut', 'kaia', 'di', 'discussed', 'pickles', 'fianca', 'woulda', 'hadna', 'shards', 'touched', 'topic', 'musta', 'arranged']",10.0,"['engagement', 'pudding', 'granite', 'parents', 'warning', 'conversation', 'ugliest', 'pickles', 'shards', 'topic']",0.2448254771961358,False,False,False,,False,98_dantea_engagement_pudding_glinted
63,628,63_lie_lied_lying_lies,"['lie', 'lied', 'lying', 'lies', 'deception', 'truths', 'outright', 'omission', 'liara', 'believe', 'falsely', 'wasna', 'liea', 'wona', 'deceive', 'total', 'consummate', 'cana', 'deceived', 'cheater', 'faults', 'knew', 'youa', 'blurring', 'tell', 'motives', 'dona']",10.0,"['lie', 'lies', 'deception', 'truths', 'outright', 'omission', 'total', 'consummate', 'cheater', 'faults']",0.24513905028170915,False,False,False,,False,63_lie_lied_lying_lies
204,261,204_forget_forgot_forgotten_forgetting,"['forget', 'forgot', 'forgotten', 'forgetting', 'completely', 'everybody', 'silliness', 'friendliest', 'requisite', 'defcon', 'thing', 'forgeta', 'missed', 'nachos', 'marveled', 'earliera', 'ingredient', 'implications', 'existing', 'japan', 'treva', 'hospice', 'slumber', 'decency', 'nda', 'doinga', 'performed']",10.0,"['forgetting', 'silliness', 'requisite', 'friendliest', 'nachos', 'ingredient', 'implications', 'hospice', 'slumber', 'decency']",0.2458217701063259,False,False,False,,False,204_forget_forgot_forgotten_forgetting
138,363,138_sailora_sailors_archery_promised,"['sailora', 'sailors', 'archery', 'promised', 'sparrowa', 'cards', 'tapes', 'arrows', 'broccoli', 'pact', 'wit', 'olympics', 'bostona', 'huntera', 'lived', 'feisty', 'trainer', 'capable', 'charity', 'hhh', 'ship', 'picture', 'human', 'loan', 'regarding', 'class', 'husbanda']",10.0,"['sailors', 'archery', 'cards', 'tapes', 'arrows', 'broccoli', 'pact', 'olympics', 'feisty', 'trainer']",0.24654057318518047,False,False,False,,False,138_sailora_sailors_archery_promised
43,929,43_ia_going_working_ready,"['ia', 'going', 'working', 'ready', 'doing', 'supposed', 'aware', 'prepared', 'oversee', 'trying', 'research', 'hoping', 'reason', 'calling', 'asking', 'justa', 'terminology', 'figuring', 'means', 'thata', 'today', 'famished', 'user', 'giver', 'work', 'focusing', 'looking']",10.0,"['ready', 'aware', 'prepared', 'research', 'reason', 'terminology', 'today', 'user', 'giver', 'work']",0.2477212933011595,False,False,False,,False,43_ia_going_working_ready
111,424,111_dreams_nightmare_dreamed_dreaming,"['dreams', 'nightmare', 'dreamed', 'dreaming', 'nightmares', 'true', 'wake', 'worst', 'vivid', 'fantasies', 'dreamt', 'pipe', 'memoriesa', 'dreamy', 'moonstar', 'remember', 'imagined', 'vision', 'wildest', 'waterfront', 'awoke', 'having', 'fantasy', 'remembered', 'journal', 'currently', 'years']",10.0,"['dreams', 'nightmare', 'dreaming', 'nightmares', 'true', 'worst', 'vivid', 'fantasies', 'pipe', 'dreamy']",0.24867849695875338,False,False,False,,False,111_dreams_nightmare_dreamed_dreaming
16,2120,16_fathera_parents_died_dada,"['fathera', 'parents', 'died', 'dada', 'older', 'fathers', 'children', 'kids', 'grandson', 'hea', 'years', 'uncles', 'youngest', 'brothera', 'dads', 'nephew', 'age', 'didna', 'familya', 'grandpaa', 'passed', 'youa', 'tell', 'having', 'kind', 'wasna', 'want']",10.0,"['parents', 'older', 'fathers', 'children', 'kids', 'grandson', 'years', 'uncles', 'youngest', 'dads']",0.24893376453894822,False,False,False,,False,16_fathera_parents_died_dada
326,162,326_calling_called_anytime_earliest,"['calling', 'called', 'anytime', 'earliest', 'calls', 'later', 'convenience', 'alright', 'pressa', 'newsa', 'callers', 'uh', 'formalities', 'need', 'brystina', 'caviar', 'kiddo', 'branding', 'soon', 'visit', 'happens', 'class', 'booty', 'speaking', 'compete', 'bout', 'monsters']",10.0,"['earliest', 'calls', 'convenience', 'alright', 'callers', 'formalities', 'caviar', 'class', 'booty', 'help']",0.24906465546835016,False,False,False,,False,326_calling_called_anytime_earliest
254,210,254_mistake_wrong_mistakes_faulty,"['mistake', 'wrong', 'mistakes', 'faulty', 'huge', 'foolish', 'make', 'undo', 'horny', 'trafficked', 'costly', 'luv', 'jangle', 'penalties', 'knew', 'flagging', 'repeated', 'flaw', 'correcting', 'flawed', 'scene', 'eavesdropping', 'amateur', 'wronga', 'everybodya', 'outs', 'purposeful']",10.0,"['mistake', 'wrong', 'mistakes', 'faulty', 'huge', 'foolish', 'horny', 'costly', 'trafficked', 'luv']",0.24980016351623985,False,False,False,,False,254_mistake_wrong_mistakes_faulty
334,158,334_nodded_enthusiastically_solemnly_smiled,"['nodded', 'enthusiastically', 'solemnly', 'smiled', 'politely', 'chewed', 'slowly', 'encouragingly', 'perfunctory', 'declarations', 'objection', 'sympathetically', 'resolute', 'pressuring', 'promise', 'prolonged', 'engrossed', 'expectation', 'head', 'vigorously', 'indicate', 'hiked', 'donuts', 'salute', 'honored', 'iced', 'reassured']",10.0,"['perfunctory', 'declarations', 'objection', 'resolute', 'prolonged', 'expectation', 'head', 'salute', 'iced', 'earnest']",0.2507591518633866,False,False,False,,False,334_nodded_enthusiastically_solemnly_smiled
255,208,255_hotter_smoking_hots_hottest,"['hotter', 'smoking', 'hots', 'hottest', 'really', 'extremely', 'totally', 'scorpion', 'empathetic', 'ceaseless', 'zillion', 'wtf', 'wowa', 'ballsy', 'incredibly', 'coals', 'inducing', 'almosta', 'noaha', 'ita', 'hotly', 'hottie', 'speeds', 'hotness', 'solace', 'skimpy', 'kimbera']",10.0,"['hotter', 'hots', 'hottest', 'scorpion', 'empathetic', 'ceaseless', 'zillion', 'coals', 'hottie', 'hotness']",0.25159618280763707,False,False,False,,False,255_hotter_smoking_hots_hottest
121,398,121_better_easier_vossameera_possibly,"['better', 'easier', 'vossameera', 'possibly', 'probably', 'smoother', 'suppose', 'sakes', 'option', 'ideal', 'worlds', 'pair', 'trips', 'maybe', 'convenient', 'makes', 'way', 'bit', 'gets', 'poorer', 'hungrier', 'metropolitan', 'runa', 'font', 'numbers', 'bling', 'bonuses']",10.0,"['better', 'easier', 'smoother', 'sakes', 'option', 'ideal', 'worlds', 'pair', 'trips', 'convenient']",0.2524510945821584,False,False,False,,False,121_better_easier_vossameera_possibly
145,354,145_knows_course_doing_options,"['knows', 'course', 'doing', 'options', 'wants', 'did', 'hea', 'somethinga', 'needed', 'supplication', 'revolutionary', 'adversary', 'supposed', 'truly', 'wanted', 'individuals', 'represents', 'purpose', 'recognizes', 'implies', 'enthralled', 'country', 'era', 'champ', 'accomplishments', 'observant', 'literally']",10.0,"['course', 'options', 'supplication', 'revolutionary', 'adversary', 'individuals', 'purpose', 'country', 'era', 'champ']",0.2525323916417078,False,False,False,,False,145_knows_course_doing_options
278,191,278_gracea_asked_paged_liked,"['gracea', 'asked', 'paged', 'liked', 'avoid', 'east', 'ways', 'preface', 'enlisted', 'restart', 'welfare', 'reconsidering', 'streeta', 'artista', 'interpreted', 'reinvent', 'avoiding', 'spoke', 'aneurysm', 'wtf', 'clienta', 'angiea', 'preview', 'deny', 'paddles', 'upper', 'paramedic']",10.0,"['east', 'ways', 'enlisted', 'preface', 'welfare', 'aneurysm', 'preview', 'paddles', 'upper', 'paramedic']",0.2525646607852391,False,False,False,,False,278_gracea_asked_paged_liked
323,164,323_cameras_photos_pictures_photographers,"['cameras', 'photos', 'pictures', 'photographers', 'camera', 'sign', 'photo', 'photoshoot', 'note', 'images', 'photograph', 'shoot', 'messily', 'tripod', 'editing', 'clicked', 'paper', 'journalists', 'picture', 'accompanying', 'signs', 'scribbled', 'pic', 'backup', 'notes', 'publicity', 'hidden']",10.0,"['cameras', 'photos', 'pictures', 'photographers', 'camera', 'photo', 'photoshoot', 'note', 'images', 'shoot']",0.2530992071679007,False,False,False,,False,323_cameras_photos_pictures_photographers
118,405,118_holta_donovana_doesna_zullya,"['holta', 'donovana', 'doesna', 'zullya', 'addressing', 'lets', 'publicity', 'finds', 'knows', 'forthcoming', 'horsea', 'gives', 'deal', 'turns', 'escorting', 'coaching', 'michaela', 'hea', 'presumably', 'position', 'impression', 'steelea', 'realize', 'isna', 'rarely', 'board', 'antics']",10.0,"['publicity', 'knows', 'forthcoming', 'deal', 'position', 'impression', 'board', 'antics', 'nation', 'turn']",0.25361843467837375,False,False,False,,False,118_holta_donovana_doesna_zullya
47,803,47_hair_makeup_mascara_lipstick,"['hair', 'makeup', 'mascara', 'lipstick', 'drag', 'nape', 'hairs', 'rises', 'bun', 'strand', 'neck', 'run', 'haircut', 'rake', 'forearms', 'blonde', 'prickles', 'applied', 'wavy', 'ran', 'gloss', 'comb', 'brush', 'hand', 'hairdresser', 'dye', 'smoothed']",10.0,"['hair', 'makeup', 'mascara', 'lipstick', 'nape', 'hairs', 'rises', 'bun', 'strand', 'neck']",0.25445969000653706,False,False,False,,False,47_hair_makeup_mascara_lipstick
50,793,50_didna_didn_wasna_wouldna,"['didna', 'didn', 'wasna', 'wouldna', 'couldna', 'hadna', 'wasn', 'couldn', 'idea', 'hadn', 'used', 'hoped', 'help', 'bother', 'clue', 'mind', 'simply', 'problem', 'thought', 'knew', 'stir', 'control', 'want', 'explain', 'mentioned', 'wouldn', 'wrong']",10.0,"['idea', 'help', 'clue', 'mind', 'problem', 'thought', 'control', 'wrong', 'careful', 'reason']",0.2555071739145237,False,False,False,,False,50_didna_didn_wasna_wouldna
60,666,60_bossa_ceos_employee_bosses,"['bossa', 'ceos', 'employee', 'bosses', 'board', 'company', 'manager', 'job', 'hea', 'youa', 'chief', 'rule', 'technically', 'appoint', 'work', 'secretary', 'national', 'paints', 'position', 'role', 'appointed', 'employees', 'operations', 'leader', 'dictator', 'bossman', 'description']",10.0,"['ceos', 'employee', 'bosses', 'board', 'company', 'manager', 'job', 'chief', 'rule', 'work']",0.256509163200901,False,False,False,,False,60_bossa_ceos_employee_bosses
209,259,209_fitzpatricka_brennana_eldest_clan,"['fitzpatricka', 'brennana', 'eldest', 'clan', 'ireland', 'unwarranted', 'obsession', 'wing', 'adoptive', 'squash', 'blooded', 'reins', 'generation', 'daughter', 'richer', 'gutter', 'bostona', 'sailora', 'sole', 'lavish', 'cufflinks', 'successfully', 'household', 'history', 'youngest', 'enemy', 'class']",10.0,"['eldest', 'clan', 'unwarranted', 'obsession', 'wing', 'adoptive', 'blooded', 'reins', 'generation', 'daughter']",0.2570279167390377,False,False,False,,False,209_fitzpatricka_brennana_eldest_clan
46,824,46_didn_hardya_wasn_murmured,"['didn', 'hardya', 'wasn', 'murmured', 'looked', 'pickup', 'wondered', 'couldn', 'heard', 'gave', 'spoke', 'oaks', 'knew', 'saw', 'lifted', 'glanced', 'came', 'replied', 'linemen', 'glance', 'wouldn', 'understood', 'stood', 'grinned', 'scoundrel', 'gaze', 'attraction']",10.0,"['pickup', 'oaks', 'linemen', 'glance', 'scoundrel', 'gaze', 'attraction', 'glint', 'hand', 'biscuit']",0.25704411791315585,False,False,False,,False,46_didn_hardya_wasn_murmured
357,146,357_wasn_couldn_hungover_recognized,"['wasn', 'couldn', 'hungover', 'recognized', 'didn', 'innocently', 'indicated', 'whats', 'accordion', 'herculean', 'personality', 'announced', 'decadence', 'read', 'protest', 'translated', 'jest', 'killed', 'tv', 'gallop', 'chalk', 'ensued', 'sizing', 'disrupt', 'imitation', 'hadn', 'offend']",10.0,"['hungover', 'herculean', 'whats', 'accordion', 'personality', 'decadence', 'protest', 'tv', 'gallop', 'imitation']",0.2575493342802081,False,False,False,,False,357_wasn_couldn_hungover_recognized
34,1068,34_huntera_cards_california_glanced,"['huntera', 'cards', 'california', 'glanced', 'archery', 'turned', 'chips', 'shoulder', 'gritted', 'threw', 'deadpanned', 'shared', 'half', 'dragged', 'groaned', 'eclectic', 'direction', 'believed', 'musta', 'gretchena', 'attendees', 'preventing', 'hunting', 'glancing', 'familya', 'agreed', 'kept']",10.0,"['cards', 'archery', 'chips', 'shoulder', 'half', 'eclectic', 'direction', 'attendees', 'hunting', 'wary']",0.2583447452745747,False,False,False,,False,34_huntera_cards_california_glanced
331,160,331_biancaa_jambalaya_tremulous_egotistical,"['biancaa', 'jambalaya', 'tremulous', 'egotistical', 'presumptuous', 'enzoa', 'scooping', 'muttered', 'shark', 'vows', 'hardwicka', 'cocky', 'ass', 'birthright', 'shitty', 'looked', 'overachieving', 'startled', 'dictated', 'bullshita', 'marrying', 'heartily', 'robust', 'handshakes', 'tackling', 'endowed', 'cackle']",10.0,"['jambalaya', 'tremulous', 'egotistical', 'presumptuous', 'shark', 'vows', 'cocky', 'ass', 'birthright', 'shitty']",0.2586309464187406,False,False,False,,False,331_biancaa_jambalaya_tremulous_egotistical
13,2671,13_smiled_smile_smiles_laugh,"['smiled', 'smile', 'smiles', 'laugh', 'laughs', 'laughed', 'grinned', 'grin', 'eyebrows', 'giggles', 'giggled', 'grins', 'laughter', 'gave', 'small', 'giggle', 'eyebrow', 'bright', 'smirk', 'smirks', 'amused', 'cheeks', 'gives', 'turned', 'looks', 'brightly', 'sweetly']",10.0,"['smile', 'laugh', 'laughs', 'grin', 'eyebrows', 'giggles', 'laughter', 'small', 'eyebrow', 'bright']",0.26037363407088104,False,False,False,,False,13_smiled_smile_smiles_laugh
22,1604,22_didna_couldna_wasna_hadna,"['didna', 'couldna', 'wasna', 'hadna', 'wouldna', 'control', 'fucked', 'want', 'expecting', 'anymore', 'think', 'expected', 'cared', 'honestly', 'did', 'thought', 'really', 'wanted', 'wasn', 'shouldna', 'noticed', 'thing', 'mind', 'prepared', 'complaining', 'believe', 'matter']",10.0,"['control', 'thought', 'thing', 'prepared', 'choice', 'deal', 'wrong', 'problem', 'way', 'effort']",0.2609293276108712,False,False,False,,False,22_didna_couldna_wasna_hadna
160,320,160_gasped_tears_panic_cheeks,"['gasped', 'tears', 'panic', 'cheeks', 'stomach', 'tear', 'hips', 'winced', 'wiped', 'belly', 'unshed', 'welled', 'shivers', 'sprang', 'filled', 'flowed', 'corners', 'brimmed', 'shiver', 'spine', 'tense', 'spilled', 'shocked', 'pricked', 'streamed', 'churned', 'burst']",10.0,"['tears', 'panic', 'cheeks', 'stomach', 'tear', 'hips', 'belly', 'unshed', 'shivers', 'corners']",0.26144385507784423,False,False,False,,False,160_gasped_tears_panic_cheeks
280,190,280_growls_groans_growl_rumbles,"['growls', 'groans', 'growl', 'rumbles', 'growling', 'rips', 'low', 'snarls', 'grunts', 'rumble', 'ears', 'moans', 'deep', 'throaty', 'guttural', 'vibration', 'hisses', 'hoarse', 'noise', 'sound', 'grinding', 'rough', 'screams', 'clamor', 'ear', 'movements', 'monosyllabic']",10.0,"['growls', 'groans', 'growl', 'growling', 'rips', 'low', 'grunts', 'ears', 'deep', 'throaty']",0.26170332212918695,False,False,False,,False,280_growls_groans_growl_rumbles
286,188,286_zanea_shrugged_trevilloa_krissana,"['zanea', 'shrugged', 'trevilloa', 'krissana', 'supreme', 'shouldered', 'glare', 'priest', 'flashed', 'folded', 'chuckling', 'twisted', 'smirked', 'raised', 'glanced', 'crew', 'natalioa', 'fight', 'obdurate', 'reform', 'conjecture', 'tossed', 'pleading', 'informed', 'sighed', 'unpunished', 'gracias']",10.0,"['supreme', 'glare', 'priest', 'crew', 'fight', 'obdurate', 'conjecture', 'referee', 'unpunished', 'reticence']",0.2627577869147609,False,False,False,,False,286_zanea_shrugged_trevilloa_krissana
250,211,250_loved_loves_adored_clearly,"['loved', 'loves', 'adored', 'clearly', 'humbled', 'protector', 'cared', 'soul', 'madly', 'conversations', 'careda', 'protective', 'crippled', 'pamper', 'trusted', 'deduced', 'doted', 'firelight', 'bolder', 'headstrong', 'sputters', 'unconditionally', 'believed', 'unconditional', 'happiness', 'pampered', 'worshipped']",10.0,"['protector', 'soul', 'conversations', 'protective', 'pamper', 'firelight', 'bolder', 'headstrong', 'sputters', 'unconditional']",0.26340988017613653,False,False,False,,False,250_loved_loves_adored_clearly
349,149,349_shoulders_raise_hunch_slump,"['shoulders', 'raise', 'hunch', 'slump', 'square', 'straighten', 'weight', 'roll', 'dignity', 'bunch', 'muster', 'squaring', 'relax', 'loosen', 'stiffen', 'somethinga', 'lifted', 'shoulder', 'beachside', 'springa', 'dredge', 'fall', 'steadies', 'deflate', 'abashed', 'droop', 'slumping']",10.0,"['shoulders', 'weight', 'dignity', 'bunch', 'shoulder', 'beachside', 'fall', 'coil', 'risks', 'burden']",0.26344479807901616,False,False,False,,False,349_shoulders_raise_hunch_slump
248,213,248_happened_happen_happening_did,"['happened', 'happen', 'happening', 'did', 'just', 'going', 'interpretation', 'darlin', 'doom', 'gone', 'brownstone', 'barn', 'wrong', 'comprehend', 'impending', 'failure', 'flung', 'fucked', 'afterward', 'incident', 'somethinga', 'nowa', 'whata', 'hat', 'gallery', 'created', 'realizing']",10.0,"['interpretation', 'doom', 'barn', 'brownstone', 'wrong', 'impending', 'failure', 'incident', 'gallery', 'actual']",0.26371820368658716,False,False,False,,False,248_happened_happen_happening_did
174,298,174_worse_worst_happen_things,"['worse', 'worst', 'happen', 'things', 'terrible', 'far', 'horrible', 'despicable', 'scenario', 'times', 'drivers', 'infinitely', 'thing', 'gets', 'lot', 'possible', 'circumstances', 'ala', 'ways', 'lived', 'trolls', 'worsta', 'worlda', 'possibility', 'nightsa', 'offender', 'abominable']",10.0,"['worse', 'worst', 'things', 'terrible', 'horrible', 'despicable', 'scenario', 'times', 'drivers', 'thing']",0.2642562784228979,False,False,False,,False,174_worse_worst_happen_things
223,245,223_wea_work_need_talked,"['wea', 'work', 'need', 'talked', 'presentation', 'whatevera', 'talk', 'discuss', 'adults', 'handle', 'expectations', 'undies', 'guggenheim', 'def', 'research', 'awe', 'definitely', 'constructing', 'niche', 'says', 'school', 'nuances', 'iota', 'plansa', 'things', 'achieving', 'hopefully']",10.0,"['work', 'presentation', 'adults', 'expectations', 'undies', 'def', 'research', 'awe', 'niche', 'school']",0.2644891883529659,False,False,False,,False,223_wea_work_need_talked
288,186,288_mornings_early_morninga_omg,"['mornings', 'early', 'morninga', 'omg', 'righta', 'routine', 'noon', 'overnight', 'oj', 'tomorrow', 'inspirational', 'ne', 'nce', 'albany', 'wake', 'locally', 'chirp', 'workweek', 'read', 'ideally', 'horrendous', 'mondays', 'coordinated', 'appalling', 'dc', 'crowed', 'dreary']",10.0,"['mornings', 'omg', 'routine', 'noon', 'tomorrow', 'inspirational', 'workweek', 'horrendous', 'mondays', 'appalling']",0.26538445522340526,False,False,False,,False,288_mornings_early_morninga_omg
58,678,58_look_youa_stunning_seen,"['look', 'youa', 'stunning', 'seen', 'attractive', 'sweeter', 'breathtakingly', 'absolutely', 'utterly', 'looks', 'theya', 'ita', 'spectator', 'sweetness', 'ly', 'talented', 'think', 'wonderful', 'thing', 'aesthetic', 'beautifula', 'elegance', 'extravagant', 'thank', 'goofy', 'outfit', 'incredibly']",10.0,"['stunning', 'attractive', 'sweeter', 'spectator', 'sweetness', 'ly', 'talented', 'wonderful', 'thing', 'aesthetic']",0.26571772779550934,False,False,False,,False,58_look_youa_stunning_seen
269,199,269_jacksona_looked_boudreauxa_eloquently,"['jacksona', 'looked', 'boudreauxa', 'eloquently', 'selflessness', 'chuckled', 'growled', 'sideways', 'stony', 'turned', 'violence', 'appeared', 'burning', 'stood', 'ranch', 'intrigued', 'maa', 'spray', 'panhandlers', 'shored', 'throttling', 'served', 'pacing', 'standing', 'readiness', 'condescendingly', 'unappreciated']",10.0,"['sideways', 'stony', 'violence', 'ranch', 'spray', 'panhandlers', 'readiness', 'threat', 'boulevard', 'regulation']",0.2670601679138355,False,False,False,,False,269_jacksona_looked_boudreauxa_eloquently
95,446,95_harpera_spoke_worlds_asked,"['harpera', 'spoke', 'worlds', 'asked', 'spending', 'personal', 'client', 'consult', 'consolidate', 'fib', 'work', 'daughtera', 'helped', 'revised', 'trauma', 'dissolve', 'collide', 'tyrant', 'evening', 'best', 'called', 'months', 'tell', 'saving', 'presenting', 'daughter', 'pitch']",10.0,"['worlds', 'spending', 'personal', 'client', 'fib', 'work', 'trauma', 'tyrant', 'evening', 'best']",0.2683145633381282,False,False,False,,False,95_harpera_spoke_worlds_asked
363,145,363_garretta_fulfilled_owners_sees,"['garretta', 'fulfilled', 'owners', 'sees', 'accepting', 'shouldna', 'letting', 'prophecy', 'webcam', 'salaciousa', 'goofball', 'blankness', 'really', 'hesitate', 'uck', 'clam', 'relationships', 'admita', 'apprehensive', 'nightclubs', 'version', 'lows', 'connection', 'attached', 'repulsive', 'usher', 'latches']",10.0,"['owners', 'webcam', 'goofball', 'prophecy', 'blankness', 'relationships', 'nightclubs', 'version', 'lows', 'connection']",0.2685788658918623,False,False,False,,False,363_garretta_fulfilled_owners_sees
235,233,235_henrya_dennya_turns_smuckersa,"['henrya', 'dennya', 'turns', 'smuckersa', 'gaze', 'spins', 'narrows', 'everybody', 'defray', 'gets', 'owns', 'remnant', 'goes', 'annoyance', 'apparently', 'conversed', 'menswear', 'assemble', 'kingly', 'peasy', 'meaner', 'yesss', 'votes', 'rata', 'clone', 'snout', 'achieving']",10.0,"['gaze', 'remnant', 'annoyance', 'menswear', 'kingly', 'peasy', 'meaner', 'yesss', 'snout', 'clone']",0.2691409023182638,False,False,False,,False,235_henrya_dennya_turns_smuckersa
308,173,308_hea_confidence_preferred_redesigned,"['hea', 'confidence', 'preferred', 'redesigned', 'jugular', 'react', 'truest', 'amped', 'advertised', 'correct', 'reclusive', 'mcs', 'coddled', 'ruined', 'canal', 'clienta', 'summed', 'arguably', 'owned', 'wrong', 'horsea', 'wondera', 'checkbook', 'proverbial', 'bobs', 'gutted', 'feat']",10.0,"['confidence', 'jugular', 'truest', 'correct', 'mcs', 'reclusive', 'canal', 'wrong', 'proverbial', 'bobs']",0.2692353385411613,False,False,False,,False,308_hea_confidence_preferred_redesigned
85,508,85_did_tried_thought_try,"['did', 'tried', 'thought', 'try', 'trya', 'course', 'dida', 'really', 'wona', 'hoped', 'honest', 'finalists', 'snatchers', 'soldiered', 'think', 'victories', 'brigham', 'yesss', 'somebody', 'convert', 'famished', 'glorified', 'maybe', 'wimp', 'orchestrated', 'best', 'doing']",10.0,"['course', 'honest', 'snatchers', 'finalists', 'victories', 'yesss', 'glorified', 'best', 'bum', 'coulda']",0.26955130846111275,False,False,False,,False,85_did_tried_thought_try
31,1204,31_wea_wear_clothes_outfit,"['wea', 'wear', 'clothes', 'outfit', 'wearing', 'going', 'wardrobe', 'worn', 'clothing', 'doing', 'supposed', 'outfits', 'tomorrow', 'working', 'selling', 'different', 'fashion', 'think', 'getting', 'thata', 'compatible', 'having', 'feels', 'point', 'dona', 'just', 'start']",10.0,"['clothes', 'outfit', 'wardrobe', 'clothing', 'outfits', 'tomorrow', 'selling', 'different', 'fashion', 'compatible']",0.26999808006535725,False,False,False,,False,31_wea_wear_clothes_outfit
294,183,294_embarrassing_embarrassed_humiliating_shame,"['embarrassing', 'embarrassed', 'humiliating', 'shame', 'humiliated', 'embarrassment', 'ashamed', 'pity', 'embarrassinga', 'spare', 'disgust', 'glutton', 'utterly', 'abject', 'areaa', 'swapping', 'presentable', 'unflattering', 'worse', 'needna', 'smudge', 'handmade', 'incomprehensible', 'appalling', 'demeaning', 'embarrassingly', 'socially']",10.0,"['embarrassing', 'embarrassed', 'humiliating', 'shame', 'embarrassment', 'ashamed', 'pity', 'disgust', 'glutton', 'abject']",0.2700441434604942,False,False,False,,False,294_embarrassing_embarrassed_humiliating_shame
256,208,256_shh_whew_uh_ah,"['shh', 'whew', 'uh', 'ah', 'huh', 'whata', 'wrong', 'whack', 'wh', 'ew', 'shhh', 'whaa', 'oof', 'yeah', 'hhh', 'pee', 'doh', 'uha', 'ach', 'cad', 'naw', 'uploaded', 'harem', 'eww', 'mousy', 'wha', 'whisk']",10.0,"['wrong', 'whack', 'shhh', 'oof', 'pee', 'doh', 'cad', 'mousy', 'whisk', 'emu']",0.2707401203215405,False,False,False,,False,256_shh_whew_uh_ah
136,373,136_fun_excited_excitement_entertaining,"['fun', 'excited', 'excitement', 'entertaining', 'having', 'sounds', 'uncomplicated', 'goad', 'diversion', 'funa', 'thrill', 'entertained', 'stressful', 'lot', 'guys', 'honestly', 'overly', 'kind', 'fruitlessly', 'arena', 'surprisingly', 'definitions', 'hanging', 'burlesque', 'ita', 'bewitching', 'imagery']",10.0,"['fun', 'excited', 'excitement', 'entertaining', 'uncomplicated', 'diversion', 'thrill', 'stressful', 'lot', 'guys']",0.27085826150831893,False,False,False,,False,136_fun_excited_excitement_entertaining
67,599,67_ravena_aresa_nods_tenses,"['ravena', 'aresa', 'nods', 'tenses', 'looks', 'hurting', 'walks', 'wona', 'marry', 'stares', 'sister', 'despite', 'smiles', 'rosy', 'isna', 'rises', 'shakes', 'married', 'aisle', 'happiness', 'genuine', 'look', 'expression', 'truly', 'grins', 'nod', 'grandmaa']",10.0,"['nods', 'tenses', 'looks', 'stares', 'sister', 'smiles', 'rosy', 'married', 'aisle', 'happiness']",0.270941862535146,False,False,False,,False,67_ravena_aresa_nods_tenses
319,166,319_enjoy_penguins_buildup_unsurprisingly,"['enjoy', 'penguins', 'buildup', 'unsurprisingly', 'americaa', 'cabs', 'nightie', 'carousel', 'bass', 'thrive', 'devotion', 'dent', 'enjoys', 'jogging', 'recipe', 'device', 'adults', 'mutual', 'spite', 'eh', 'exactly', 'liking', 'exploring', 'occasionally', 'popular', 'way', 'especially']",10.0,"['penguins', 'buildup', 'cabs', 'nightie', 'carousel', 'bass', 'devotion', 'dent', 'recipe', 'device']",0.27175647744799986,False,False,False,,False,319_enjoy_penguins_buildup_unsurprisingly
163,316,163_yoursa_youa_whata_redemption,"['yoursa', 'youa', 'whata', 'redemption', 'contemporary', 'blur', 'favorite', 'covet', 'steal', 'tylera', 'alleged', 'orgies', 'ridea', 'princely', 'inch', 'thata', 'steamroll', 'duckling', 'cries', 'braina', 'claim', 'thisa', 'normala', 'himselfa', 'duchess', 'fodder', 'eternally']",10.0,"['redemption', 'contemporary', 'blur', 'favorite', 'alleged', 'orgies', 'inch', 'duckling', 'duchess', 'fodder']",0.27181239145034625,False,False,False,,False,163_yoursa_youa_whata_redemption
128,386,128_easy_simple_straightforward_peasy,"['easy', 'simple', 'straightforward', 'peasy', 'natural', 'surprisingly', 'ita', 'easiest', 'comparison', 'target', 'merinaa', 'forget', 'task', 'introductory', 'enforcing', 'thrones', 'giuliaa', 'reassemble', 'considering', 'coding', 'cautions', 'authenticity', 'scapegoat', 'mavericka', 'demo', 'answer', 'thrived']",10.0,"['easy', 'simple', 'straightforward', 'peasy', 'natural', 'easiest', 'comparison', 'target', 'task', 'introductory']",0.2727162611519068,False,False,False,,False,128_easy_simple_straightforward_peasy
