Embeddings_Model,Iteration,Coherence,Topic_Diversity,bertopic__min_topic_size,bertopic__top_n_words,hdbscan__min_cluster_size,hdbscan__min_samples,umap__min_dist,umap__n_components,umap__n_neighbors,vectorizer__min_df,Coherence_norm,Topic_Diversity_norm,Combined_Score,Pareto_Efficient_All,Pareto_Efficient_PerModel
paraphrase-distilroberta-base-v1,43,0.41713251756851966,0.744943820224719,197,14,448,100,0.017648635861888265,7,7,0.0069052357539154995,0.7657297404996544,0.5321774307856739,0.6489535856426641,False,False
paraphrase-distilroberta-base-v1,44,0.4197734988713394,0.7,170,33,431,11,0.0472713025857176,9,7,0.00411729238146627,0.7791469885730806,0.41663825434708457,0.5978926214600826,False,False
paraphrase-distilroberta-base-v1,45,0.4225344906307021,0.7026548672566372,175,13,451,29,0.07425487213608889,9,7,0.007906044613957976,0.7931739380726852,0.42346324552166514,0.6083185917971752,False,False
paraphrase-distilroberta-base-v1,46,0.42699630407977873,0.7037383177570093,233,20,450,39,0.05122980181118438,10,7,0.0035897720630846297,0.8158417463754901,0.4262485222938459,0.621045134334668,False,False
paraphrase-distilroberta-base-v1,47,0.41492894044221507,0.6764285714285714,170,34,387,35,0.06943289246185866,9,7,0.004081611449995448,0.7545346817080651,0.35604208270420323,0.5552883822061342,False,False
paraphrase-distilroberta-base-v1,49,0.41187637563664414,0.6924657534246575,223,32,330,39,0.05576423473747275,10,7,0.007078626411846874,0.7390264237689328,0.39726961500917746,0.5681480193890551,False,False
paraphrase-distilroberta-base-v1,50,0.4185095773231813,0.7325842696629213,145,28,453,98,0.016917368146380854,9,7,0.0010229701774727691,0.7727257583512381,0.5004041572650619,0.63656495780815,False,False
paraphrase-distilroberta-base-v1,51,0.427546449747358,0.7229166666666667,208,22,435,83,0.02894702589268719,7,7,0.0020619097198217888,0.8186367078129488,0.4755511989998862,0.6470939534064175,False,False
paraphrase-distilroberta-base-v1,52,0.4119524701822523,0.6905405405405406,135,17,330,88,0.046518168432365226,7,7,0.007830610118769963,0.7394130146904092,0.3923203803872062,0.5658666975388077,False,False
paraphrase-distilroberta-base-v1,54,0.42851598046712447,0.6902654867256637,133,22,439,47,0.0028275133327364758,8,7,0.0028011664111538765,0.8235623141275505,0.3916132867069566,0.6075878004172536,False,False
paraphrase-distilroberta-base-v1,55,0.42675946200434756,0.7212765957446808,138,12,445,80,0.04993893539646353,8,7,0.00279358287799388,0.8146384932979722,0.47133499212918273,0.6429867427135775,False,False
paraphrase-distilroberta-base-v1,56,0.42354577685710987,0.7252525252525253,188,11,451,77,0.0644954675037334,7,7,0.007767553347939251,0.7983116791685672,0.4815560996945245,0.6399338894315458,False,False
paraphrase-distilroberta-base-v1,58,0.4343547833738107,0.7545454545454545,142,30,449,93,0.027116285133689626,10,7,0.0037859878833082024,0.8532257831446186,0.5568608002975544,0.7050432917210865,False,True
paraphrase-distilroberta-base-v1,59,0.4159837719413012,0.7146788990825688,202,25,444,38,0.04778463534210203,8,7,0.009466044199786722,0.7598936503171165,0.4543739853673945,0.6071338178422555,False,False
paraphrase-distilroberta-base-v1,60,0.38757135258230274,0.6604651162790698,124,14,447,80,0.04882432916371899,8,8,0.0026570127934065066,0.6155471233277472,0.3150040834450003,0.46527560338637375,False,False
paraphrase-distilroberta-base-v1,61,0.4145396897634243,0.6731034482758621,143,22,344,49,0.07184492470511457,8,7,0.007245726541697267,0.7525571315775479,0.34749403341288776,0.5500255824952178,False,False
paraphrase-distilroberta-base-v1,62,0.42071746102830127,0.6947826086956522,147,36,425,44,0.024527370715560885,8,7,0.009935744001134807,0.7839426962967058,0.4032256629953008,0.5935841796460033,False,False
paraphrase-distilroberta-base-v1,63,0.3446741045775992,0.6927899686520376,219,40,101,87,0.02500600121296633,10,7,0.0023298661643555603,0.39761183634489083,0.3981030902271949,0.3978574632860429,False,False
paraphrase-distilroberta-base-v1,65,0.42363198194285107,0.7333333333333333,228,15,414,85,0.06189601228447546,7,7,0.006786646008002611,0.7987496357036421,0.502329810205705,0.6505397229546735,False,False
paraphrase-distilroberta-base-v1,66,0.41949289534784945,0.6983050847457627,129,27,428,31,0.07125475297933258,8,7,0.006917367232540084,0.7777214097244447,0.4122810565915618,0.5950012331580032,False,False
paraphrase-distilroberta-base-v1,67,0.4303013141313581,0.7402439024390244,134,29,453,68,0.029413571319839644,10,7,0.0037591018104903952,0.8326325277793041,0.5200951327617604,0.6763638302705323,False,False
paraphrase-distilroberta-base-v1,68,0.43151841059372453,0.721,174,29,437,96,0.0666486107037693,9,7,0.0010802162779415586,0.8388158677171611,0.47062393453801543,0.6547199011275883,False,False
paraphrase-distilroberta-base-v1,69,0.41864137314699096,0.7089285714285715,135,28,444,45,0.01887707399228882,7,6,0.003408160925998153,0.7733953341870112,0.43959134966635816,0.6064933419266847,False,False
paraphrase-distilroberta-base-v1,71,0.42448314750861976,0.6991150442477876,129,20,457,68,0.06769732942771753,10,7,0.0029529700407935006,0.8030738993912654,0.41436325728889134,0.6087185783400784,False,False
paraphrase-distilroberta-base-v1,72,0.4234701237906307,0.728735632183908,164,26,448,98,0.048131250267218546,10,6,0.006103467970721448,0.7979273311387711,0.4905102852596883,0.6442188081992297,False,False
paraphrase-distilroberta-base-v1,75,0.4261611302066442,0.7026548672566372,183,30,420,68,0.039285219376578744,8,6,0.002707067863392465,0.8115987269234681,0.42346324552166514,0.6175309862225666,False,False
paraphrase-distilroberta-base-v1,76,0.42483034856349383,0.7025,154,23,421,14,0.0751518134057454,9,6,0.0053417417993354855,0.8048378205063553,0.4230651210364813,0.6139514707714183,False,False
paraphrase-distilroberta-base-v1,78,0.424288250471535,0.7191489361702128,232,32,453,68,0.03104572243625921,8,6,0.005725043215523491,0.8020837439923802,0.4658653183509731,0.6339745311716767,False,False
paraphrase-distilroberta-base-v1,79,0.4128810895700764,0.718103448275862,225,19,416,41,0.07255635819715897,7,6,0.005652032379535145,0.7441307749710013,0.46317763382202504,0.6036542043965132,False,False
paraphrase-distilroberta-base-v1,82,0.3846833606869483,0.9,131,27,453,73,0.04238373448861294,8,9,0.004263309714838366,0.6008749620168581,0.9307875894988067,0.7658312757578324,False,True
paraphrase-distilroberta-base-v1,84,0.42770999127401427,0.7036363636363636,132,15,439,51,0.05776411216837537,7,7,0.006619908080966861,0.8194675645975509,0.42598642407711607,0.6227269943373335,False,False
paraphrase-distilroberta-base-v1,85,0.42124606725773744,0.7337078651685394,190,29,435,86,0.025323872388842233,9,7,0.0028800741503607332,0.7866282287182838,0.5032926366760266,0.6449604326971552,False,False
paraphrase-distilroberta-base-v1,86,0.43337183546662356,0.6925233644859813,144,24,422,46,0.06768863308661137,10,7,0.006745981843178553,0.8482320121171965,0.39741771845356233,0.6228248652853794,False,False
paraphrase-distilroberta-base-v1,87,0.43823496344309076,0.7064516129032258,179,12,425,53,0.07679697080194561,10,7,0.004890540671088689,0.8729386597573789,0.43322371677133376,0.6530811882643563,False,True
paraphrase-distilroberta-base-v1,88,0.4224073869362876,0.7111111111111111,131,39,450,66,0.018231661039703577,9,7,0.009831347332543632,0.7925282001429288,0.44520210629995827,0.6188651532214435,False,False
paraphrase-distilroberta-base-v1,89,0.4194619330898917,0.7015625,191,32,445,18,0.06361401345912177,10,6,0.004776649269825685,0.7775641089910055,0.42065504602795767,0.5991095775094816,False,False
paraphrase-distilroberta-base-v1,91,0.4297327839415518,0.6989898989898989,174,23,447,76,0.06802224627689132,9,7,0.008959476243247735,0.829744165568743,0.414041540533187,0.621892853050965,False,False
paraphrase-distilroberta-base-v1,92,0.4219324215948053,0.6906474820143885,194,22,338,70,0.06675354568381785,9,6,0.008873410353797566,0.7901151850238355,0.3925952998256015,0.5913552424247185,False,False
paraphrase-distilroberta-base-v1,93,0.42764768818824245,0.6946902654867256,92,14,407,51,0.06853202970693946,10,7,0.006916405288689047,0.8191510398434194,0.40298827199792386,0.6110696559206716,False,False
paraphrase-distilroberta-base-v1,94,0.42260056218684705,0.7089285714285715,248,19,418,60,0.06641034905219058,9,6,0.006545310579227514,0.7935096081732076,0.43959134966635816,0.6165504789197829,False,False
paraphrase-distilroberta-base-v1,95,0.4152350717434319,0.6908333333333333,146,20,406,55,0.07050106919752014,8,6,0.002400711972125615,0.756089951943065,0.39307307648596423,0.5745815142145146,False,False
paraphrase-distilroberta-base-v1,96,0.4187798889113092,0.7108333333333333,156,33,430,41,0.09368583018113903,7,7,0.009160104631763897,0.7740990500254963,0.44448801000113636,0.6092935300133163,False,False
paraphrase-distilroberta-base-v1,97,0.4232937731780727,0.6891666666666667,159,14,361,46,0.09858912732948814,10,7,0.003933344676483268,0.7970313990418401,0.3887884986930332,0.5929099488674366,False,False
paraphrase-distilroberta-base-v1,98,0.4307515720448422,0.728,213,15,453,74,0.07817030959512224,9,7,0.00892530707906405,0.8349200192188646,0.4886191612683257,0.6617695902435952,False,False
paraphrase-distilroberta-base-v1,100,0.4199145855889702,0.7406976744186047,152,28,447,76,0.0524223620329163,9,7,0.003470285181811648,0.7798637658892607,0.521261665569819,0.6505627157295398,False,False
paraphrase-distilroberta-base-v1,101,0.40688670040418173,0.6986013986013986,136,20,351,14,0.09518775835886623,10,7,0.001318924399357854,0.7136768651301431,0.4130428044509189,0.563359834790531,False,False
paraphrase-distilroberta-base-v1,102,0.39600285064426044,0.7,180,21,204,70,0.09239088301810282,10,7,0.00707191304791987,0.6583825273524222,0.41663825434708457,0.5375103908497534,False,False
paraphrase-distilroberta-base-v1,103,0.4176161056854275,0.711214953271028,142,32,439,52,0.05916852613413559,10,6,0.0013739355435753975,0.7681865627887734,0.44546905818736815,0.6068278104880708,False,False
paraphrase-distilroberta-base-v1,104,0.42329531792046465,0.7329545454545454,247,28,450,75,0.0656982931668906,10,7,0.006345048210487525,0.7970392469549852,0.5013560425254933,0.6491976447402392,False,False
paraphrase-distilroberta-base-v1,105,0.4264025897036633,0.7512820512820513,173,31,446,83,0.004623851625925491,10,7,0.008780268109176138,0.8128254383612701,0.5484714172065006,0.6806484277838853,False,False
paraphrase-distilroberta-base-v1,106,0.43524802847174276,0.702803738317757,156,26,451,94,0.08157456681056714,9,7,0.008183314659047394,0.8577638277936019,0.42384595530715563,0.6408048915503788,False,False
paraphrase-distilroberta-base-v1,108,0.42351801269894035,0.6934579439252336,142,27,450,59,0.07786645326957363,10,8,0.004475994771966176,0.7981706260693602,0.39982028544025283,0.5989954557548065,False,False
paraphrase-distilroberta-base-v1,110,0.3780051317984184,0.6863309352517986,123,32,330,97,0.042788549911237504,9,7,0.0027973776864813494,0.5669468711239554,0.38149855158491675,0.47422271135443606,False,False
paraphrase-distilroberta-base-v1,111,0.39738799728974683,0.7047619047619048,120,11,412,96,0.0015715922717730705,7,6,0.006391303606957565,0.6654196298645534,0.42887990518403063,0.547149767524292,False,False
paraphrase-distilroberta-base-v1,112,0.34864096635563124,0.6875,73,31,219,97,0.026721340676160405,7,8,0.006743574770898146,0.41776509092947256,0.3845039209001022,0.4011345059147874,False,False
paraphrase-distilroberta-base-v1,114,0.3279743963043729,0.7035175879396985,205,33,167,96,0.021845583102454196,8,8,0.003021106605013268,0.3127705963041194,0.4256810818497534,0.3692258390769364,False,False
whaleloops-phrase-bert,0,0.3505575158666284,0.75,127,31,494,28,0.0583411673483624,10,11,0.007313217715739823,0.42750193390015045,0.5451755881350153,0.4863387610175829,False,False
whaleloops-phrase-bert,3,0.31316158396223853,0.8789473684210526,234,25,100,62,0.061486745682668036,2,20,0.003023475221501893,0.23751554711186595,0.8766666068512565,0.5570910769815612,False,False
whaleloops-phrase-bert,4,0.27839942995211614,0.9,182,18,493,86,0.011554263087938811,2,41,0.0018909922323204734,0.06090981218202596,0.9307875894988067,0.4958487008404163,False,False
whaleloops-phrase-bert,10,0.31904311430442794,0.9,126,11,444,40,0.08892818687018854,2,5,0.009858131313965245,0.2673960887000557,0.9307875894988067,0.5990918390994312,False,False
whaleloops-phrase-bert,12,0.3398861865228585,0.8,188,13,314,28,0.07997522543024702,10,7,0.009790663236549185,0.3732872853807847,0.6737129219229456,0.5235001036518652,False,False
whaleloops-phrase-bert,29,0.30581263726402286,0.75,181,33,472,13,0.00351425184079024,2,2,0.009713772546483784,0.2001799397665711,0.5451755881350153,0.3726777639507932,False,False
whaleloops-phrase-bert,31,0.34143496928458505,0.9,56,11,436,12,0.04659904312635038,2,44,0.009101803975617526,0.3811557252306781,0.9307875894988067,0.6559716573647424,False,True
whaleloops-phrase-bert,40,0.3515808473073192,0.75,53,11,402,11,0.007117498340306951,9,13,0.009524882637891242,0.43270086953306275,0.5451755881350153,0.48893822883403903,False,False
whaleloops-phrase-bert,41,0.3515808473073192,0.75,80,12,500,10,0.0020291816050709514,2,12,0.003948960118289184,0.43270086953306275,0.5451755881350153,0.48893822883403903,False,False
whaleloops-phrase-bert,43,0.33232034079697953,0.8666666666666667,45,29,360,30,0.0022283007140769255,2,5,0.008474189470000245,0.3348497436681632,0.8450960336401865,0.5899728886541749,False,False
whaleloops-phrase-bert,44,0.35158084730731914,0.75,51,36,418,70,0.0013594256626322967,2,11,0.009281409622013514,0.4327008695330625,0.5451755881350153,0.4889382288340389,False,False
whaleloops-phrase-bert,47,0.2775496846891375,0.9166666666666666,53,20,416,23,0.00036176812695588596,2,11,0.0029075613121410165,0.056592764204280055,0.9736333674281163,0.5151130658161982,False,True
whaleloops-phrase-bert,51,0.35158084730731914,0.75,18,10,298,10,0.02989143759905894,2,18,0.0016835391848065281,0.4327008695330625,0.5451755881350153,0.4889382288340389,False,False
whaleloops-phrase-bert,55,0.3435236432557669,0.8125,127,33,130,22,0.00034941521631732815,6,6,0.008559960447717424,0.3917670297431082,0.7058472553699282,0.5488071425565182,False,True
whaleloops-phrase-bert,58,0.3055121705856214,0.85,66,17,168,15,2.5765652477194315e-05,4,4,0.006097355628944408,0.19865344809561303,0.8022502557108759,0.5004518519032445,False,False
whaleloops-phrase-bert,59,0.3261093199116893,0.7666666666666667,53,13,114,50,0.000271996276309805,5,11,0.005890374919764975,0.30329525749357633,0.5880213660643254,0.4456583117789509,False,False
whaleloops-phrase-bert,60,0.31553759596679615,0.8,187,10,191,11,0.0757185373610825,10,7,0.004705550876304939,0.2495866444939452,0.6737129219229456,0.4616497832084454,False,False
whaleloops-phrase-bert,63,0.3185119940591982,0.8047619047619048,153,11,56,58,0.00010271029002251188,2,13,0.0078086562075377125,0.26469778406629785,0.6859545727598912,0.47532617841309455,False,False
whaleloops-phrase-bert,65,0.320731270082681,0.8,38,10,394,11,0.08848143836100983,2,14,0.0029261974015697538,0.275972599574716,0.6737129219229456,0.4748427607488308,False,False
whaleloops-phrase-bert,68,0.3121734625890359,0.6714285714285714,20,17,177,11,0.08369935422752185,3,6,0.009957504423272673,0.23249549279464743,0.3431883493254102,0.2878419210600288,False,False
whaleloops-phrase-bert,72,0.29717731667563996,0.8857142857142857,120,12,144,10,0.0005067455855429672,3,8,0.004959597692071205,0.15630903526444895,0.894062636987969,0.525185836126209,False,False
whaleloops-phrase-bert,76,0.3543399405104005,0.75,200,14,330,50,0.07335419130433708,10,12,0.0033706020466844314,0.4467181736025463,0.5451755881350153,0.4959468808687808,False,True
whaleloops-phrase-bert,83,0.30534944735748004,0.8147058823529412,113,12,328,18,0.0824950408059229,2,3,0.005500055229057375,0.1978267485968508,0.7115180200958662,0.4546723843463585,False,False
whaleloops-phrase-bert,86,0.3082830697734112,0.8458823529411764,62,13,111,23,0.028338806466741834,2,4,0.007802405869387786,0.2127307313195932,0.7916648282224581,0.5021977797710256,False,False
whaleloops-phrase-bert,90,0.35158084730731914,0.75,108,19,385,38,0.08722682893386229,10,12,0.007806379622948468,0.4327008695330625,0.5451755881350153,0.4889382288340389,False,False
whaleloops-phrase-bert,91,0.3515808473073192,0.75,88,21,451,38,0.08470261748289003,10,13,0.001274449012542206,0.43270086953306275,0.5451755881350153,0.48893822883403903,False,False
whaleloops-phrase-bert,93,0.3502583983469443,0.75,66,28,364,33,0.023445236101344073,10,11,0.003902723350468647,0.42598229649854336,0.5451755881350153,0.48557894231677934,False,False
whaleloops-phrase-bert,95,0.35158084730731914,0.75,26,16,446,16,0.015270501507773818,10,11,0.007297548801495768,0.4327008695330625,0.5451755881350153,0.4889382288340389,False,False
whaleloops-phrase-bert,101,0.3502583983469443,0.75,46,14,419,14,0.07674708274779685,10,13,0.002486837308674099,0.42598229649854336,0.5451755881350153,0.48557894231677934,False,False
whaleloops-phrase-bert,104,0.35158084730731914,0.75,38,10,473,28,0.06862346500392491,10,11,0.0031172389038302334,0.4327008695330625,0.5451755881350153,0.4889382288340389,False,False
whaleloops-phrase-bert,106,0.35158084730731914,0.75,207,10,292,13,0.054269027972014126,10,11,0.007682874364795508,0.4327008695330625,0.5451755881350153,0.4889382288340389,False,False
whaleloops-phrase-bert,108,0.35104911072716305,0.75,51,34,316,10,0.03639639484329907,10,11,0.005502673314143381,0.4299994336697899,0.5451755881350153,0.4875875109024026,False,False
whaleloops-phrase-bert,109,0.35158084730731914,0.75,57,15,384,58,0.08573165895410507,10,10,0.0034620941391894536,0.4327008695330625,0.5451755881350153,0.4889382288340389,False,False
whaleloops-phrase-bert,111,0.35999303371140323,0.7,14,12,382,22,0.09060800530064594,10,11,0.005283215886713577,0.4754381625623574,0.41663825434708457,0.446038208454721,False,True
paraphrase-MiniLM-L6-v2,3,0.2831991193471174,0.8395604395604396,234,25,100,62,0.061486745682668036,2,20,0.003023475221501893,0.08529416629288833,0.775412790414495,0.43035347835369164,False,False
paraphrase-MiniLM-L6-v2,9,0.2818614588227185,0.926923076923077,51,40,82,60,0.09638679623403863,2,36,0.0021510582895963287,0.07849831239012639,1.0,0.5392491561950632,True,True
paraphrase-MiniLM-L6-v2,13,0.3319749818423997,0.7007194244604317,21,40,115,12,0.08169104079812244,9,41,0.004432111674390027,0.3330951811640557,0.41848771238719884,0.37579144677562726,False,False
paraphrase-MiniLM-L6-v2,14,0.3396957190852839,0.7030660377358491,17,37,73,30,0.08551441441252211,10,39,0.008971700373437964,0.37231963413042557,0.4245202606642693,0.39841994739734743,False,False
paraphrase-MiniLM-L6-v2,15,0.33851340285249715,0.7202797202797203,28,14,122,33,0.09843777046893382,8,40,0.00498537528355821,0.3663129917586674,0.4687722778414902,0.4175426348000788,False,False
paraphrase-MiniLM-L6-v2,16,0.29984590429041136,0.7644588045234249,19,20,56,30,0.09429295404691333,10,23,0.002245661625701261,0.1698665345147583,0.5823455117990533,0.3761060231569058,False,False
paraphrase-MiniLM-L6-v2,17,0.3214561555655844,0.7440835266821346,18,38,70,15,0.08882345417491311,10,40,0.004195673524801688,0.27965530961077567,0.5299658340208984,0.404810571815837,False,False
paraphrase-MiniLM-L6-v2,18,0.2987586486413045,0.8275,21,40,83,67,0.08748429781425593,2,45,0.006390435262153839,0.16434283817214324,0.7444084555063073,0.45437564683922527,False,False
paraphrase-MiniLM-L6-v2,22,0.34242485054036237,0.7143884892086331,102,23,132,11,0.09856935295924027,10,46,0.005657100342580965,0.38618472045976904,0.4536274151493669,0.41990606780456796,False,False
paraphrase-MiniLM-L6-v2,23,0.31417760015409235,0.7682795698924731,107,28,63,33,0.08990701491977476,9,43,0.006922118115083649,0.24267731833613237,0.5921677316703877,0.41742252500326005,False,False
paraphrase-MiniLM-L6-v2,24,0.3205081554289567,0.7756923076923077,113,19,54,32,0.021553062493641167,9,47,0.006107062762969309,0.274839087325069,0.6112240027275826,0.4430315450263258,False,False
paraphrase-MiniLM-L6-v2,26,0.3316912813969859,0.7094890510948905,122,26,78,20,0.08315798525773192,8,44,0.006750508661123514,0.3316538687054653,0.441032200905378,0.38634303480542165,False,False
paraphrase-MiniLM-L6-v2,31,0.30057210897065983,0.83,85,26,141,29,0.017025118740287528,10,46,0.005241414246956991,0.17355594660433793,0.7508353221957038,0.46219563440002087,False,False
paraphrase-MiniLM-L6-v2,37,0.3616872489771078,0.7044334975369458,22,17,143,81,0.0846814192597381,10,40,0.009376567069676617,0.484045458072353,0.4280356534021723,0.45604055573726265,False,True
paraphrase-MiniLM-L6-v2,39,0.35613272042789096,0.6660326086956522,71,26,145,54,0.099175449442549,9,6,0.00931810773846889,0.45582621721813066,0.3293166960672407,0.39257145664268567,False,False
paraphrase-MiniLM-L6-v2,42,0.35705494223720474,0.7225296442687748,74,37,144,13,0.09886095316185056,9,46,0.0060172555423511,0.460511475224719,0.4745562624570614,0.4675338688408902,False,True
paraphrase-MiniLM-L6-v2,44,0.2989714195420471,0.925,63,24,143,14,0.08432070559537531,10,45,0.0056942276073067965,0.16542379999304724,0.9950562563927718,0.5802400281929095,True,True
paraphrase-MiniLM-L6-v2,47,0.3564398496508397,0.6698701298701298,156,28,123,66,0.08547100512229293,9,11,0.009973582473554257,0.4573865572972149,0.3391819908696825,0.3982842740834487,False,False
paraphrase-MiniLM-L6-v2,48,0.3426374883867059,0.7194444444444444,240,27,117,17,0.09815175220900153,9,37,0.007893726196722867,0.3872650063107683,0.4666249952646133,0.4269450007876908,False,False
paraphrase-MiniLM-L6-v2,49,0.33063892285096785,0.7449122807017544,207,29,118,27,0.08564634106413926,9,39,0.006112886998031119,0.3263074636934198,0.5320963506618575,0.4292019071776386,False,True
paraphrase-MiniLM-L6-v2,50,0.3223988788420316,0.7790322580645161,169,29,88,29,0.08562669537906767,10,48,0.0010501441006757117,0.2844447233227092,0.6198101690441362,0.4521274461834227,False,True
paraphrase-MiniLM-L6-v2,51,0.3070770900513835,0.7777777777777778,119,29,90,97,0.08548391137375144,8,47,0.009878971902138697,0.2066038688973979,0.6165852180171989,0.4115945434572984,False,False
paraphrase-MiniLM-L6-v2,53,0.36119481947141435,0.6698113207547169,199,10,154,34,0.09903749631779896,10,14,0.006058247695344354,0.48154371796934314,0.33903080753173054,0.41028726275053684,False,False
paraphrase-MiniLM-L6-v2,57,0.30388627827990916,0.8363636363636363,30,21,98,93,0.0980393988137805,10,46,0.007978354246673043,0.19039326072392493,0.7671946192232584,0.47879393997359165,False,True
paraphrase-MiniLM-L6-v2,61,0.3564094783399014,0.6959375,67,23,137,12,0.08516885361927291,7,22,0.009006710253866332,0.4572322588125042,0.4061945959768154,0.4317134273946598,False,False
paraphrase-MiniLM-L6-v2,62,0.34874130299940015,0.704,187,13,139,21,0.08706717912182525,5,17,0.008968716737636589,0.4182748414676021,0.4269212410501191,0.4225980412588606,False,False
paraphrase-MiniLM-L6-v2,66,0.3458541789447369,0.6527397260273973,246,38,140,14,0.09809710943066337,8,4,0.009260170677356388,0.4036070891367498,0.2951440621365753,0.34937557563666255,False,False
paraphrase-MiniLM-L6-v2,69,0.34692828617309823,0.7088815789473685,82,15,119,11,0.0988847495437915,7,48,0.007814787043102638,0.40906398620943896,0.43947054390151985,0.4242672650554794,False,False
paraphrase-MiniLM-L6-v2,72,0.301557884104332,0.7947368421052632,134,29,123,14,0.09605867076557378,7,47,0.003405585771779346,0.17856408108032684,0.6601826762610581,0.41937337867069246,False,False
paraphrase-MiniLM-L6-v2,73,0.3524515404405928,0.6562189054726368,188,20,127,16,0.08563681949538732,6,13,0.009957143158925555,0.43712434112390164,0.3040881511297926,0.3706062461268471,False,False
paraphrase-MiniLM-L6-v2,75,0.3788922196815736,0.6848739495798319,231,13,176,64,0.09945651926610079,7,8,0.009672955413329236,0.5714536346434531,0.37775301051208054,0.47460332257776683,False,True
paraphrase-MiniLM-L6-v2,80,0.3453005445287084,0.69,68,33,143,21,0.08560594757254675,8,13,0.0031513302907754757,0.4007944034528679,0.3909307875894985,0.3958625955211832,False,False
paraphrase-MiniLM-L6-v2,84,0.35606456989781504,0.6847402597402598,50,18,134,36,0.08463118098182792,5,4,0.009706678298321662,0.455479985093205,0.37740932780141767,0.4164446564473113,False,False
paraphrase-MiniLM-L6-v2,85,0.35921332996490485,0.6788519637462236,28,23,136,68,0.08547712504924504,10,11,0.00970253125907266,0.4714769536816361,0.3622720104488666,0.41687448206525135,False,False
paraphrase-MiniLM-L6-v2,87,0.3456639006138102,0.6429611650485437,250,27,143,12,0.08965942963409826,5,8,0.009652440179418496,0.4026403986242819,0.27000585900648466,0.3363231288153833,False,False
paraphrase-MiniLM-L6-v2,88,0.33289431343082426,0.6320675105485232,139,36,71,21,0.019122091499018303,6,8,0.009632979761793729,0.3377657556851472,0.2420010329136939,0.28988339429942056,False,False
paraphrase-MiniLM-L6-v2,89,0.335548607958335,0.6752727272727272,219,13,52,69,0.023822874842161973,9,11,0.009723449144153181,0.35125064029887954,0.3530707001828719,0.3521606702408757,False,False
paraphrase-MiniLM-L6-v2,90,0.36447152904649277,0.6726688102893891,192,24,155,39,0.09233558783691719,7,11,0.009511039912952043,0.49819072156094624,0.3463766892540039,0.42228370540747506,False,False
paraphrase-MiniLM-L6-v2,91,0.33569873110132464,0.7127737226277372,217,13,148,50,0.046625969601588636,4,9,0.009632450765547373,0.35201332629324966,0.4494762593294026,0.40074479281132613,False,False
paraphrase-MiniLM-L6-v2,92,0.34370259932380404,0.7102459016393443,152,18,150,68,0.07980698316934547,4,4,0.009384973877854384,0.39267619860262837,0.4429778719265789,0.41782703526460363,False,False
paraphrase-MiniLM-L6-v2,98,0.3661333968858708,0.5666666666666667,209,35,409,40,0.09957770721330753,9,2,0.009806268397194173,0.5066336791246278,0.07387203091260353,0.29025285501861564,False,False
